trimestre,ind_a,ind_b,ind_c,ind_d,alvo
537,-2.35619,1.21823,-0.85072,-0.15947,1
538,-1.25517,-1.42383,1.10841,-0.04077,1
539,0.18047,-1.33872,1.68703,0.99589,1
540,-0.21731,0.94185,0.18085,1.11163,0
541,-1.5848,-0.16379,0.06144,-0.98875,1
542,-0.04191,-0.15889,-1.14821,-2.13059,1
543,-0.30037,-0.58331,-1.12573,1.48232,1
544,-2.56798,0.61248,0.4241,-0.09807,1
545,-1.10011,-0.2336,-1.50101,1.40504,1
546,0.75783,0.91887,0.3603,-2.55565,0
547,0.64994,-0.10874,-0.06627,0.87518,1
548,0.35335,0.41398,-1.28609,0.21963,1
549,-2.23622,1.692,0.18573,-1.32543,1
550,-0.24429,0.49825,1.48702,0.1868,1
551,0.21549,-1.05917,-0.46609,-1.79796,1
552,-0.77814,0.36002,-0.09868,-0.89897,1
553,-1.15379,2.67527,-0.03198,2.00064,0
554,-0.87397,0.87308,-0.76649,-0.45105,1
555,-0.83334,0.46169,-0.661,1.75827,1
556,-1.44675,0.07084,-1.37134,-1.7351,1
557,1.27145,0.84801,-0.55768,0.17997,0
558,0.9816,-1.02536,0.90192,-0.38795,1
559,-1.19691,-0.57301,0.69123,-0.9531,1
560,0.71236,-0.85546,-0.325,-1.39658,1
561,0.04978,0.49143,-1.78002,-2.02897,1
562,0.65344,0.7131,-0.39641,0.43063,0
563,-0.04746,0.10013,-0.07917,0.14328,1
564,1.72775,1.1939,0.41722,1.11093,0
565,1.41706,-1.6041,-0.60135,-2.25217,1
566,-0.53702,-0.22083,-0.09468,-0.35809,1
567,0.31807,-0.02965,-0.45109,0.31966,0
568,0.4469,-0.63488,-0.41689,0.96997,1
569,-1.0736,0.37095,-0.08388,-1.75822,1
570,-0.67728,-0.66479,1.61628,-0.13576,1
571,1.43665,-1.20981,0.57288,1.09369,1
572,1.59046,1.25516,-1.4372,-1.06059,0
573,0.23454,1.3901,-0.44008,-0.81491,0
574,-0.85376,-1.44792,0.24273,0.61754,1
575,-0.26539,-1.21043,0.4881,1.49355,1
576,0.4931,0.64241,1.50054,-0.07007,1
577,-1.04034,-0.44802,-0.29126,-0.22555,1
578,0.93363,-0.62319,-1.41957,-0.6932,1
579,0.20758,0.24307,1.16551,-0.08219,1
580,0.69168,0.93836,-0.16865,0.46626,1
581,-0.78083,-1.57622,-0.53843,-0.19048,1
582,-1.07701,1.16918,0.76321,-2.38458,1
583,-1.19944,0.98807,0.7361,-1.3871,1
584,0.20361,0.38902,-0.33788,-0.14786,1
585,0.49834,0.10024,0.60055,-2.08098,1
586,0.47634,-0.61142,0.93061,-1.07663,1
587,-0.20324,-0.05042,-0.95402,1.32188,1
588,-0.02342,-1.17694,-0.43562,-0.71139,1
589,-0.84266,-0.4241,-2.69785,-0.55961,1
590,1.42745,-0.99366,-0.86455,0.24913,1
591,0.8963,1.1662,-1.02891,-0.0273,0
592,-0.67392,0.71612,-0.23605,-2.42251,1
593,-2.17106,-0.22059,0.33618,-0.14256,1
594,0.81743,0.08348,-0.18255,-0.11228,1
595,-1.27301,0.53156,-0.80082,-1.8996,1
596,0.0291,-0.97397,-1.63106,0.95903,1
597,-0.39932,-2.30355,-0.57088,0.22231,1
598,0.20239,-0.01104,0.60009,2.15365,1
599,-0.70159,0.4316,-0.66065,0.39108,1
